age,address,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,outcome,first_name,second_name,date,geographical_feature
4,"40347 Jackeline Point\nHeathcotestad, AZ 00082-3778",unemployed,married,primary,False,168,True,False,telephone,66,1,241,1,other,False,hannah,reynolds,30/01,unknown
3,"9622 ERDMAN HIGHWAY \NNEW RICHARD, IL 83563-2854",services,single,secondary,False,7066,True,False,cellular,667,3,357,3,other,True,alaina,bogisich,15/05,unknown
5,"784ParisianViews\nNorthAsiaburgh,UT14150",management,single,secondary,False,671,True,True,cellular,219,2,259,5,failure,False,joanne,hayes,29/01,unknown
5,"584 Ken Hollow St.\nPort Janelle, PA 53950",housemaid,divorced,primary,False,976,False,False,cellular,345,1,94,3,other,True,brock,jerde,28/06,unknown
4,"9525 Alaina Mountain Ave.\nAlessandrastad, MD 49107-5782",management,divorced,tertiary,False,624,False,False,cellular,336,2,183,2,success,True,irma,rosenbaum,17/09,unknown
3,"044StrosinStreetSuite779\nLakeRosettafort,NC84407",blue-collar,married,secondary,False,-461,False,False,cellular,254,2,353,1,failure,False,margaretta,schaefer,11/05,water
3,"26878ROGERSWAYS\NCARTWRIGHTVILLE,WA53054-6308",technician,single,tertiary,False,144,True,True,cellular,104,1,85,19,failure,False,kacey,volkman,14/10,unknown
5,"91301 Stamm Courts\nArielfort, PR 48758-9837",technician,married,secondary,False,150,True,True,cellular,102,6,349,1,failure,False,jacques,gibson,11/05,unknown
3,"668KatrineLightSt.\nRomaguerabury,AR34535",management,single,tertiary,False,15030,True,False,cellular,167,1,174,7,other,False,ashlynn,dickens,13/05,unknown
2,"5460 waters lakes suite 323\ngoldenchester, gu 73687-4582",admin.,single,secondary,False,255,False,False,cellular,457,1,80,1,success,True,karolann,prohaska,30/04,water
3,"183 hamill hills \nlake reva, mi 13097-2081",technician,single,secondary,False,102,True,False,telephone,460,2,345,2,failure,False,lonny,pfeffer,17/04,water
4,"2188D3lm3rP0rtSuit3329\nIm0g3n3vill3,DC73395",entrepreneur,married,primary,False,58,True,False,telephone,119,3,371,3,failure,False,nayeli,mitchell,13/05,unknown
2,"8898MonahanHarborsSuite873\nLakeBrodyfort,TN92419",management,single,tertiary,False,882,False,True,cellular,94,1,205,2,failure,False,dannie,denesik,29/01,water
2,"313 bednar radial st.\nsouth enolafurt, il 47202-4769",student,single,tertiary,False,5291,False,False,cellular,192,2,92,2,failure,True,marcelino,streich,12/11,unknown
4,"9000J03sphVi3wsApt.903\nWis0zkm0uth,WI58123-0794",management,single,secondary,False,61,True,False,cellular,185,2,246,1,failure,False,lexie,schmidt,29/01,unknown
3,"8278 natalia walk ave.\neast stephon, il 77078",technician,single,tertiary,False,3,True,False,cellular,45,2,169,2,failure,False,mozell,waelchi,06/05,unknown
3,"4883 Bechtelar Grove Ave.\nNorth Gillian, VT 81382-8168",admin.,married,tertiary,False,35,True,False,cellular,76,1,69,2,failure,False,malika,towne,15/10,unknown
3,"4127 Gulg0wski Cap3 Av3.\nKurtt0wn, M3 69717-3113",blue-collar,married,primary,False,99,True,False,cellular,193,2,322,1,other,False,timmy,king,17/04,unknown
4,"3353 Mortimer Path Apt. 093\nErdmanview, AA 61660",management,married,tertiary,False,-29,False,False,cellular,41,2,266,2,failure,False,jettie,leffler,29/01,unknown
3,"7469N0v3llaF0rkAv3.\nS0uthSylvan,GU28367",admin.,married,primary,False,3913,True,False,cellular,196,2,315,2,failure,False,waino,jewess,20/04,unknown
3,"1229C0rd3llStrav3nu3Av3.\nWa3lchib0r0ugh,SD34269-2112",management,married,tertiary,False,0,True,False,cellular,262,1,99,2,success,True,candido,sipes,07/08,unknown
3,"3209Gl0v3rL0dg3Av3.\nLak3K3nn3thb3rg,MN36751-2519",management,married,tertiary,False,222,True,False,cellular,317,1,169,2,failure,False,lorenzo,homenick,06/05,unknown
2,"230MARVINSHORESAPT.916\NOSINSKISHIRE,MP71664",unemployed,single,secondary,False,3276,False,False,cellular,106,1,110,2,other,False,jordon,yundt,05/08,unknown
5,"92230 Kaycee Walk\nNew Mortimer, AA 29298",technician,married,secondary,False,196,True,True,cellular,116,1,273,3,failure,False,ladarius,labadie,24/02,unknown
3,"452Gislas0nRadialSuit3668\nLak3J0nath0n,N311480-1298",blue-collar,married,secondary,False,6411,True,True,cellular,144,1,266,2,failure,False,marcella,mraz,30/01,unknown
5,"3477 virginie ports apt. 731\nsouth ernestview, ap 32074-6123",self-employed,married,primary,False,1013,True,False,cellular,206,1,461,1,failure,True,lamar,hand,11/08,unknown
3,"9525 T0ni Pass Av3.\nN3w Karl3y, MS 62235",technician,single,secondary,False,5436,True,False,cellular,7,11,351,1,failure,False,delpha,wolff,06/05,unknown
5,"6583 Wilderman Oval Ave.\nSchultzmouth, DC 77976-8003",self-employed,married,tertiary,False,2013,False,False,cellular,222,4,94,2,success,True,eladio,nolan,19/02,unknown
3,"011C0rd3llTrafficwaySt.\n3astD3m3trisvi3w,ID36846",management,single,tertiary,False,673,True,True,cellular,271,1,184,1,failure,False,zoie,streich,20/11,unknown
2,"509ForrestCrossingApt.292\nDwightchester,NE29630",student,single,secondary,False,291,False,False,telephone,172,5,371,5,failure,False,akeem,moore,11/05,unknown
4,"5380 0b3rbrunn3r vall3ys suit3 594\nr0s3nbaumsid3, nc 59105",technician,married,secondary,False,994,True,False,cellular,149,1,78,5,failure,True,carley,robel,11/08,unknown
3,"2231 vance wall ave.\nlake malloryhaven, mh 12544-0774",management,married,tertiary,False,-70,True,False,cellular,140,1,2,3,other,False,immanuel,dach,30/01,water
5,"77693 Pi3tr0 W3ll\nKarli3vi3w, WI 21244",blue-collar,divorced,secondary,False,1613,True,False,cellular,296,1,270,3,failure,True,delpha,wisoky,03/04,unknown
3,"1465 K3shawn Light Apt. 358\nFranc3scap0rt, AL 76536",admin.,single,secondary,False,81,True,False,cellular,121,6,112,3,other,False,dorcas,koepp,06/08,unknown
3,"4362 Gusik0wski Cr0ssr0ad Av3.\nKshl3rinm0uth, MS 86493-2520",services,married,secondary,False,1337,False,False,cellular,330,2,127,3,success,True,andy,quigley,17/12,unknown
6,"3285TedJunctionApt.856\nNewAlbertafurt,UT24289-4622",entrepreneur,married,secondary,False,3904,False,False,telephone,250,2,187,2,success,True,geoffrey,runolfsdottir,04/08,unknown
4,"27578 Cr3min Hav3n\nN0rth M3ghan, WY 35789-6670",management,married,tertiary,False,1147,False,False,cellular,389,1,64,2,success,True,kathryn,gerhold,05/08,unknown
4,"036 Herzog Vista St.\nWest Alisonside, MI 37852-3449",technician,single,unknown,False,7108,True,True,cellular,53,1,172,3,failure,False,michel,block,18/11,unknown
3,"076HamillLand\nKristofferport,AR50536",blue-collar,married,secondary,False,0,True,False,cellular,57,5,349,1,other,False,rogers,rutherford,13/05,unknown
3,"75719FAYPOINT\NWESTGREYSONBURY,AP12443-3569",management,single,tertiary,False,726,True,False,cellular,39,1,342,3,failure,False,kyle,lakin,16/04,unknown
5,"905 Freeman Mountains St.\nSouth Hoseaberg, NV 28541-3365",unknown,married,secondary,False,2206,False,False,cellular,104,1,99,2,other,True,juliana,hirthe,12/11,unknown
3,"714 Schmeler Club Suite 961\nBeaulahstad, MH 52455",admin.,married,tertiary,False,1988,False,False,cellular,164,2,130,2,failure,True,joe,howe,27/03,unknown
6,"092WileyPlazaApt.882\nNorthAlenaberg,MD09705-4103",housemaid,married,primary,False,768,False,False,cellular,250,2,182,1,success,False,octavia,botsford,15/07,unknown
4,"9816DachSpurSuite906\nNapoleonchester,NV10764-2498",technician,married,tertiary,False,217,True,False,cellular,141,1,346,2,other,False,stanton,leannon,14/05,unknown
4,"8773 Jakubowski Lights Ave.\nStewartmouth, MT 25803-9845",management,divorced,tertiary,False,2096,False,False,cellular,127,1,100,2,failure,False,madyson,hackett,21/11,unknown
5,"20634 destiney lodge\neast maxwell, ca 80218",management,married,tertiary,False,1831,False,False,cellular,122,1,92,1,failure,False,michel,hane,17/02,unknown
3,"512 Stanford Park St.\nPort Heloise, ME 69540-7632",blue-collar,single,primary,False,851,True,False,cellular,151,1,352,1,failure,False,luis,bergstrom,15/05,unknown
3,"4726 Russel Plaza Apt. 602\nSchambergerburgh, ME 08355",blue-collar,married,secondary,False,137,False,True,unknown,5,1,808,12,failure,False,kara,smith,04/10,unknown
4,"61052 Karl3y C0urs3\nC0rn3liusbury, PA 40219-7355",management,single,tertiary,False,146,False,False,cellular,50,1,113,5,other,False,reid,bins,21/11,unknown
5,"3993 keebler brooks ave.\nwest jaidentown, ak 22866",technician,married,secondary,False,1,False,False,cellular,159,2,378,3,failure,True,eveline,krajcik,15/04,unknown
3,"974 stokes key suite 929\nwest mustafatown, gu 61724",technician,married,secondary,False,480,False,False,cellular,344,2,182,8,other,True,elise,brown,22/10,unknown
3,"6912 Bechtelar Shores Ave.\nHodkiewiczmouth, CO 13678",technician,married,secondary,False,2789,True,False,cellular,256,2,94,1,failure,False,emmalee,klocko,04/09,unknown
4,"6275 Scarlett Drive Apt. 521\nNew Karianneland, FL 91945-3267",technician,single,tertiary,False,-411,True,False,cellular,78,5,292,3,failure,False,jamal,rau,12/05,unknown
3,"564UrbanCampSt.\nJerdehaven,AZ51806",technician,married,tertiary,False,4089,False,False,cellular,114,7,287,3,failure,False,rosalind,osinski,26/05,unknown
3,"432 H3ct0r Tunn3l Suit3 161\n0rtizt0wn, KS 19738",technician,married,unknown,False,189,False,False,cellular,238,1,107,2,success,True,julia,lowe,01/10,unknown
3,"6534 STI3D3MANN RAPID AV3.\NH3TTI3VILL3, IN 96793",management,single,tertiary,False,243,True,False,cellular,160,2,360,3,failure,False,meda,gleason,07/05,unknown
3,"97121J3nni3Light\nLak33dgar,MH07618-4237",services,single,secondary,False,1482,True,False,cellular,177,2,174,1,other,False,else,heaney,18/11,unknown
4,"0424 Emerson Gateway Suite 862\nWest Howardmouth, KS 80374",admin.,married,secondary,False,1934,False,True,cellular,225,1,364,1,failure,False,marcelo,huels,14/05,unknown
3,"8426 NICOLAS PLAINS AVE.\NWEST GEO, DE 48466-8985",management,single,tertiary,False,62,True,False,cellular,175,1,293,5,failure,False,kaylie,hagenes,18/05,flat
3,"538H0m3nickVall3ySuit3549\nN0rthCic3r0,AL34109",unemployed,married,secondary,False,977,True,False,cellular,52,4,91,1,other,False,juwan,price,04/05,unknown
3,"871 antwon islands suite 086\nbraunside, az 36122",technician,single,tertiary,False,5514,False,False,cellular,319,1,182,1,success,True,rebecca,weissnat,22/04,unknown
3,"167 Walsh Hollow St.\nO'Haratown, GU 91212",blue-collar,married,secondary,False,889,True,False,unknown,13,1,373,6,success,False,raina,mohr,18/09,unknown
3,"281 hamill manor \nlake danamouth, mp 77468-1485",technician,single,secondary,False,2729,True,False,cellular,945,1,139,1,success,False,mathew,denesik,06/04,water
5,"8619 DECKOW PORT APT. 972\NNORTH VERLA, MD 95503",management,married,tertiary,False,-470,True,False,cellular,506,2,170,3,failure,False,yvonne,wilkinson,08/05,unknown
3,"81593Jar0dFalls\nH0m3nickshir3,MI98627-2991",services,married,secondary,False,1076,False,False,cellular,152,1,182,6,success,True,karli,hessel,12/05,unknown
7,"9057 DuBuque Cliffs Ave.\nWest Ted, MP 02850",technician,married,tertiary,False,383,False,False,cellular,327,2,183,3,success,False,clay,rempel,27/10,unknown
3,"8052BOGANRAMP\NPORTJOESPH,AZ61291-3012",blue-collar,single,secondary,False,706,True,False,cellular,329,1,322,1,failure,False,camren,kuhlman,07/04,unknown
3,"8119 lambert corner apt. 523\nabbeyfort, aa 74617",management,married,secondary,False,1825,True,False,cellular,24,1,346,1,failure,False,rhianna,bosco,14/05,unknown
5,"8506Halli3PassApt.359\nC0dyshir3,VA71368-3802",self-employed,married,tertiary,False,185,False,False,cellular,177,5,138,1,failure,False,buddy,rice,22/06,unknown
3,"3853 jude terrace apt. 160\nconsidinetown, pr 45694-5096",blue-collar,married,unknown,False,0,False,False,cellular,731,1,193,3,failure,False,assunta,mohr,02/02,unknown
5,"931 Huels Circles St.\nWilkinsonville, AL 59013",retired,single,secondary,False,1640,False,True,cellular,72,6,274,4,failure,False,daryl,gerhold,04/02,unknown
6,"8822 HARRIS FLAT SUITE 204\NGREENFELDERHAVEN, DC 30631-1386",admin.,divorced,secondary,False,174,True,False,cellular,241,1,364,1,failure,False,wilson,keebler,15/05,unknown
3,"060 N0rw00d 0rchard Suit3 562\n3arn3stin3p0rt, M0 15603-0900",management,single,tertiary,False,490,False,False,cellular,207,8,98,1,failure,True,jerrell,heller,28/08,unknown
2,"912SchummSkywaySt.\nSouthBonnieport,AE63460-6433",management,single,tertiary,False,15459,False,False,cellular,245,3,97,7,success,False,morton,ortiz,26/05,unknown
4,"5568 JACOBI VALLEY \NNORTH PAXTONCHESTER, IL 69465",management,divorced,tertiary,False,2370,True,True,unknown,56,1,103,2,other,False,roxane,kulas,17/11,unknown
5,"178ArvidKnoll\nNewLorenberg,AK41706-7861",blue-collar,married,secondary,False,160,True,False,cellular,136,1,359,1,failure,False,noemi,sawayn,07/05,unknown
3,"081 Jacobs Mill St.\nRueckerview, KS 15180-2686",admin.,divorced,secondary,True,5,True,True,cellular,82,3,363,2,other,False,keira,mitchell,18/05,unknown
2,"8058GAYLEHOLLOWAVE.\NBOEHMTON,MS11690-0807",services,married,secondary,False,54,True,False,cellular,97,1,370,1,failure,False,mack,ward,18/05,unknown
3,"048 richmond trafficway st.\nsouth adriel, ca 92826",blue-collar,married,primary,False,298,True,False,cellular,135,2,370,2,failure,False,hayden,quitzon,13/05,unknown
4,"61981 B0GAN LAK3\NN0RTH RAFA3L, NH 26307-7378",blue-collar,married,primary,False,-98,True,True,cellular,112,2,330,3,other,False,robin,jacobson,12/05,unknown
4,"1040F3liciaDriv3Apt.121\nN3wB3ssi3furt,VT20890",blue-collar,married,secondary,False,-217,True,False,cellular,313,1,349,3,other,False,jaquan,halvorson,11/05,unknown
4,"48711 mraz square\nnorth kirstinberg, nm 67212-1735",management,divorced,tertiary,False,5037,False,False,cellular,252,9,185,5,other,True,salvatore,mante,23/04,unknown
3,"8939 Kiara Gard3ns Av3.\nCr00ksbury, SC 57317",management,married,tertiary,False,913,True,False,cellular,883,1,674,4,failure,False,hoyt,pouros,23/06,unknown
4,"80914 Bertram Mall\nFerrytown, CO 92463",management,married,unknown,False,1519,False,False,cellular,230,1,92,1,success,True,maria,haley,19/10,unknown
3,"4522 schmitt parks \njonasside, ae 32100-1092",management,married,secondary,False,625,True,False,cellular,424,1,138,1,failure,False,kattie,anderson,07/04,unknown
5,"106 walsh island st.\neast susana, co 32576-9600",services,married,secondary,False,867,True,False,cellular,177,2,211,3,failure,False,camila,mante,03/02,unknown
8,"7462 Luci3 Club Av3.\n3ast Cyrilm0uth, MA 61863",retired,married,secondary,False,8304,False,False,telephone,712,1,64,12,failure,True,gabrielle,bernier,09/06,unknown
4,"13842JakubowskiHeights\nEastOrloshire,NV62920",management,married,tertiary,False,60,False,False,telephone,376,2,339,7,failure,False,nicola,nicolas,07/05,unknown
4,"1510 aliya island suite 481\ncummeratachester, dc 99587-6109",blue-collar,married,primary,False,91,True,False,cellular,29,1,356,2,failure,False,josh,hauck,06/05,unknown
4,"168 Xander Villages St.\nSouth Bertrandton, OR 33898",entrepreneur,married,tertiary,False,171,True,False,cellular,209,1,191,4,failure,False,leonie,gislason,19/11,unknown
3,"1224 HAZLE CORNERS APT. 196\NSOUTH RUTH, PA 46143-4071",blue-collar,divorced,primary,False,142,True,False,telephone,41,2,300,5,failure,False,jeanne,greenholt,11/05,unknown
4,"7050 3lm0 vista \n3ast d3lb3rt, mp 35215-1238",management,single,tertiary,False,1509,False,False,cellular,144,2,124,1,failure,False,mustafa,stanton,15/03,unknown
2,"608Carm3nRamp\nHip0lit0furt,AA78873",admin.,married,secondary,False,710,True,True,cellular,653,1,334,2,success,True,finn,yundt,06/05,unknown
4,"10237GislasonBridge\nWestLeopoldtown,AA73280-2107",technician,married,secondary,False,1233,True,False,unknown,91,1,100,2,other,True,jaleel,abbott,11/09,unknown
4,"39657 gudrun fields\ncristview, gu 53647",management,divorced,tertiary,False,69,True,False,cellular,503,2,280,2,failure,False,duncan,schneider,06/05,unknown
3,"388 B3rni3 Ridg3 Apt. 826\nChamplinvi3w, MT 50167-3093",admin.,married,secondary,False,1499,True,False,cellular,186,1,327,2,failure,False,gennaro,breitenberg,13/04,unknown
8,"440 h3id3nr3ich r3st st.\nn0rth 3liza, vt 12763-6017",retired,married,primary,False,425,False,False,telephone,883,1,140,1,failure,True,zula,bednar,22/06,unknown
2,"447 WAYNE TURNPIKE ST.\NLAKE ALANA, AE 72301",admin.,single,secondary,False,1448,False,False,cellular,217,1,184,7,other,False,ashtyn,considine,10/03,water
4,"3404EFFERTZKNOLLS\NKOEPPSHIRE,WA78830",self-employed,married,secondary,False,706,False,False,cellular,78,2,176,1,success,False,rossie,spinka,30/04,unknown
4,"98697REYESPIKE\NNEWGARTHFORT,KS94045-6450",admin.,married,secondary,False,368,False,False,cellular,293,1,90,4,other,True,rudy,schmidt,20/08,unknown
4,"5773 Wilbert Roads Ave.\nKlockohaven, AE 68695",blue-collar,married,secondary,False,121,True,False,cellular,16,6,176,5,other,False,khalil,pfeffer,13/05,unknown
2,"326 Abshir3 0v3rpass St.\nLurat0wn, KS 37636-3452",admin.,married,secondary,False,299,True,False,cellular,209,1,321,1,failure,False,henry,johnston,06/05,unknown
5,"9528WestRampAve.\nWestNeomaville,FM00894-7874",services,married,secondary,False,254,True,False,cellular,397,2,337,1,failure,False,blanca,marquardt,15/04,unknown
2,"3290 Rico Oval Ave.\nEast Mikayla, ME 66546",management,single,tertiary,False,553,True,False,cellular,113,4,479,1,failure,False,loren,mertz,17/09,unknown
2,"744HILLLTUNN3LST.\NWILLISBURY,PW15011-2755",services,single,secondary,False,361,False,False,telephone,329,1,95,1,other,False,demario,schulist,05/06,relief
3,"723 JERAMIE PLAZA APT. 572\NPACOCHAMOUTH, VI 18263",technician,single,secondary,False,341,False,True,cellular,136,1,262,3,failure,False,savanah,klein,29/01,unknown
3,"8132 LEUSCHKE ESTATES SUITE 205\NLAKE RANDI, KS 06114-4141",blue-collar,married,primary,False,37,True,False,cellular,24,2,362,1,other,False,chris,predovic,13/05,water
3,"07652 MAKAYLA RIV3R\NGAYL0RDB0R0UGH, 0H 50997",blue-collar,single,secondary,False,0,True,False,cellular,1174,1,345,4,other,True,evan,hermann,16/04,unknown
2,"7329 Stamm M0t0rway Apt. 749\nLak3 Mandyb0r0ugh, GA 07285",admin.,married,secondary,False,-97,True,False,cellular,79,1,225,2,success,False,jailyn,kilback,29/01,unknown
3,"55091 huel bypass\nnew quincyshire, as 15554-9904",student,single,tertiary,False,0,False,False,cellular,101,5,3,6,other,False,kasandra,mills,06/08,unknown
3,"2791TremaineStationAve.\nClarabellebury,AK21594-4364",management,married,tertiary,False,495,False,False,cellular,157,3,97,2,success,True,gage,lynch,05/08,unknown
3,"1624 Haag Street Ave.\nBartton, KY 79629-5244",entrepreneur,married,secondary,False,157,False,True,cellular,57,11,366,1,other,False,jordi,cole,15/05,unknown
7,"470WUCK3RTDRIV3SUIT3204\NLU3ILWITZB3RG,FM75188-7461",retired,married,tertiary,False,0,False,False,cellular,847,1,60,1,success,True,cecile,orn,16/10,unknown
7,"1430LourdesPark\nLizaborough,OK02963",retired,married,primary,False,1388,False,False,cellular,146,3,190,3,success,False,sydni,armstrong,20/07,unknown
5,"9708 Karson Trafficway Ave.\nNew Delta, ND 02460-1604",technician,divorced,primary,False,13,True,False,cellular,323,2,368,2,failure,False,mohammed,larson,08/05,unknown
3,"7678 frami canyon \npiperchester, pa 95769",management,married,tertiary,False,3696,False,False,cellular,305,1,182,3,failure,False,luther,harvey,19/11,relief
3,"9925LukasTrackAve.\nLakeJaclyn,AK67162",management,married,tertiary,False,0,True,False,cellular,537,5,303,2,failure,False,zula,welch,13/05,water
5,"560 wanda f0r3st \nw3st pr3ci0us, in 47425",technician,married,secondary,False,259,False,False,cellular,415,1,89,1,success,True,ismael,kuhn,15/06,unknown
3,"5865ConsidineFerryAve.\nNorthJustineton,ID98231-6802",technician,single,tertiary,False,744,True,False,cellular,283,1,288,12,other,False,zoey,tillman,14/05,unknown
3,"948 Ayana Gl3ns St.\nB3rnhardland, WI 43799",technician,single,tertiary,False,7546,True,False,cellular,137,1,122,3,failure,False,dale,davis,28/12,unknown
3,"0321PURDYTURNPIK3APT.993\NBAYL33CH3ST3R,NY46518-5989",blue-collar,married,secondary,False,0,True,False,cellular,502,1,7,2,failure,False,elwin,jaskolski,07/05,unknown
2,"932 M03n L0dg3 St.\n3mm3richland, NM 85612-5349",technician,single,secondary,False,113,False,False,cellular,328,2,183,4,success,True,hyman,koss,12/02,unknown
4,"284 Bogisich Tunnel St.\nWest Reneeland, AR 33530-6029",technician,married,secondary,False,1415,True,False,cellular,483,1,116,1,failure,False,gaston,macejkovic,17/11,unknown
3,"8859 wolf forks ave.\nwaltermouth, nc 15222",technician,married,secondary,False,286,False,False,cellular,60,1,343,4,failure,False,vernie,langworth,20/04,unknown
3,"438 cassandr3 0rchard apt. 362\nh0wardburgh, aa 16939",management,married,tertiary,False,93,False,False,cellular,198,2,88,1,other,False,asha,donnelly,04/05,unknown
3,"7060 ROOB MOUNTAIN APT. 879\NPORT BRICETOWN, PA 10337-8863",blue-collar,married,secondary,False,1663,True,False,cellular,217,3,327,1,failure,False,carter,anderson,13/04,unknown
4,"333 kayl3y gr0v3s \nwalt3rb3rg, ny 30432-1828",blue-collar,married,primary,False,792,True,True,cellular,611,2,175,12,other,False,adelia,veum,19/11,unknown
3,"71736FeilPlaza\nSouthMalloryburgh,PA49353",services,married,secondary,False,4760,True,False,cellular,182,2,169,2,failure,False,edgardo,erdman,08/05,unknown
5,"81341DILL0NISLAND\NP0RTAMALIAB3RG,0K23368-1143",blue-collar,divorced,secondary,False,203,True,False,telephone,265,1,127,4,other,False,ferne,rodriguez,19/11,unknown
4,"5242 lindsey trail ave.\nnikolausville, ap 34207",self-employed,married,secondary,False,634,True,False,cellular,65,1,131,1,failure,False,karina,cartwright,17/11,unknown
5,"6105 Casper Loop Apt. 427\nNedhaven, NH 69806-2316",entrepreneur,married,tertiary,False,1544,False,True,cellular,85,7,196,3,failure,False,adolphus,mohr,05/02,unknown
3,"936 Carter Station Apt. 159\nWilkinsonstad, GA 27184",services,single,unknown,False,6145,True,False,cellular,362,1,287,13,failure,False,jackie,tromp,14/05,unknown
5,"7475 Cummerata Mall Ave.\nNorth Letha, AK 74393",services,married,unknown,False,386,False,True,cellular,74,1,152,1,success,False,webster,roob,19/11,unknown
3,"7237 Hassan Cliff Suit3 559\nB0ganp0rt, GU 35173",blue-collar,married,primary,False,49,True,False,cellular,232,2,365,5,other,False,amani,funk,15/05,unknown
3,"684MarkVistaSt.\nJacobsfort,AK40729",blue-collar,single,primary,False,464,True,False,cellular,173,1,299,2,other,False,cade,treutel,18/05,unknown
3,"73820 Quigley Heights\nSchoenfurt, MS 85404",management,married,tertiary,False,539,False,False,cellular,540,2,115,3,failure,False,bertram,reynolds,18/01,unknown
4,"718JAUNITAFORGESUITE251\NBLANDASIDE,MP18732-2460",blue-collar,married,primary,False,2558,True,False,telephone,107,1,167,1,other,False,marty,pollich,20/11,unknown
7,"9726Nic0lasPlainsSuit3738\n3mili0shir3,UT54841-6754",retired,married,secondary,False,2815,False,False,cellular,125,2,182,1,failure,False,antwan,morar,26/04,flat
3,"4616 Abshir3 Driv3 \nD0m3nic0land, NV 99198",management,married,secondary,False,6217,True,True,cellular,486,2,181,2,failure,False,electa,ratke,18/11,unknown
3,"8657 Prohaska Rue Ave.\nSouth Jovanside, AZ 70897-3138",technician,married,unknown,False,14533,False,False,cellular,646,3,198,2,success,False,elfrieda,crist,31/12,unknown
5,"6026H3b3rStr3amSuit3893\nS0uthAng3lin3,PW54991-3297",self-employed,married,secondary,False,203,True,False,telephone,9,5,174,12,other,False,adella,thiel,14/05,unknown
3,"63589HANDRAMP\NLAKETAUREANBURGH,KY81720-2342",services,married,secondary,False,1746,True,False,cellular,15,1,316,1,failure,False,quinn,ebert,07/04,water
3,"540 s0phia prairi3 suit3 206\nn3w raul, pa 80356",technician,married,secondary,False,821,True,True,cellular,224,2,180,1,failure,False,lesley,legros,17/11,unknown
5,"492YesseniaCrossingApt.113\nBerryshire,PA97758",blue-collar,married,primary,False,699,False,False,cellular,98,1,154,6,failure,False,mauricio,bernhard,28/01,unknown
4,"0633 Andrew Cove Apt. 356\nSouth Ethylborough, GA 19019-9047",unemployed,divorced,secondary,False,759,False,False,cellular,97,1,169,3,failure,False,vaughn,grimes,28/01,unknown
3,"6437 CAROLINA JUNCTION \NLAKE ROWLAND, ME 86745-3438",blue-collar,married,secondary,False,687,True,False,cellular,72,2,370,1,failure,False,kyle,hackett,14/05,water
5,"76957 beer shoal\nsaraiport, nc 69301",retired,married,secondary,False,4968,False,False,cellular,109,1,87,2,failure,False,eldora,gulgowski,06/05,unknown
3,"1898 Micah Turnpike Ave.\nEast Mac, ND 39246-0766",admin.,divorced,secondary,False,356,True,False,cellular,244,3,313,1,failure,False,althea,barton,07/04,unknown
5,"4560AftonRoadAve.\nSouthJadyn,WI68211",blue-collar,married,primary,False,306,False,False,cellular,388,3,181,1,success,True,aletha,nitzsche,28/07,unknown
4,"836 H3gmann Summit Suit3 471\nBru3nm0uth, MP 84883",blue-collar,married,primary,False,556,True,False,cellular,147,2,264,4,other,False,brown,jast,04/02,unknown
3,"7945 Hoppe Way Suite 478\nMoenport, FL 79475",management,married,tertiary,False,4761,True,False,cellular,159,2,350,2,failure,False,foster,orn,05/05,unknown
4,"734 Abelardo Bypass Suite 267\nWest Marianshire, UT 95048-4565",admin.,married,secondary,False,168,True,False,cellular,249,2,169,1,failure,False,constance,orn,07/05,unknown
4,"298MARIS0LM0T0RWAY\NW3STAL3XYS,CT83260",admin.,married,secondary,False,132,False,False,cellular,574,1,84,3,success,True,kiley,reynolds,19/08,unknown
3,"9861 champlin port suite 601\nclaudeburgh, fm 61463-5004",blue-collar,married,secondary,False,7,True,True,cellular,171,2,193,2,other,False,caterina,kemmer,02/02,unknown
3,"2682LittleCrossroadAve.\nPortDomenico,MP62113",management,single,tertiary,False,3283,False,False,cellular,258,1,73,1,failure,True,amiya,robel,02/02,unknown
4,"23347 Garrett Corners\nNew Juwan, GA 02326",unemployed,divorced,secondary,False,507,True,False,cellular,134,1,266,7,failure,False,elisabeth,schulist,02/02,unknown
3,"6998 gorczany road apt. 160\nwest adrain, ky 93108-3616",self-employed,married,secondary,False,123,False,True,unknown,66,1,85,5,other,False,ova,kling,17/07,unknown
5,"818HaagVillage\nEastMatt,TN70729-8864",blue-collar,married,secondary,False,2190,False,True,cellular,90,2,232,1,failure,False,antwon,nicolas,30/01,unknown
4,"7179 Rosalee Lodge Apt. 288\nDavontemouth, ND 63701-7161",management,married,secondary,False,4415,True,False,cellular,1032,3,141,7,failure,True,hobart,mante,08/04,unknown
5,"09880 HAUCK ISLANDS\NNEW TREMAYNE, ID 47365",admin.,single,secondary,False,2398,True,False,cellular,317,1,180,2,failure,True,xavier,dooley,02/08,unknown
4,"7781 B0sc0 Light Av3.\nP0wl0wskivill3, CA 52945",admin.,single,secondary,False,100,True,False,cellular,221,1,461,1,success,True,timmy,tremblay,11/08,unknown
4,"896 ERDMAN FORKS ST.\NRODRIGUEZBERG, NY 98461-1408",admin.,married,secondary,False,197,True,False,cellular,223,1,182,2,failure,True,nia,schroeder,13/04,unknown
4,"095 dick3ns inl3t suit3 027\n3ast gillianch3st3r, va 12467",technician,single,tertiary,False,825,True,False,cellular,38,1,335,1,other,False,bruce,weber,20/04,unknown
